student_id,institution,country_home,country_host,gender,age,language_proficiency,gpa_prev,attendance_rate,socio_econ_status,marital_status,teaching_style_difference,dropout,cultural_distance,support_program,target_success,completion_status,weekly_engagement,subject_field,timestamp_created
SL000011,Slovak Tech,Vietnam,Slovakia,Female,27,C1,77.6,0.85,High,Married,0.29,0,0.6,None,1,Completed,0.74|0.60|0.79|0.84|0.84|0.59|0.38|0.69|0.84|0.69|0.75|0.91|0.69|0.61|0.61|0.67|0.75|0.82|0.44|0.82|0.59|0.51|0.73|0.82|0.70|0.59|0.57|0.79|0.62|0.75|0.75|0.77,Data Science,2025-11-02T11:58:25Z
SL000012,Slovak Tech,Slovakia,Slovakia,Male,22,C2,83.3,0.89,High,Other,0.44,0,0.1,LanguageMentor,1,Completed,0.81|0.60|0.78|0.86|0.81|0.82|0.73|0.92|0.61|0.60|0.80|0.77|0.79|0.81|0.53|0.70|0.57|0.71|0.70|0.66|0.83|0.77|0.81|0.52|0.81|0.77|0.73|0.53|0.57|0.68|0.82|0.82,Data Science,2025-11-02T11:58:25Z
SL000013,Comenius University Bratislava,Sri Lanka,Slovakia,Prefer not to say,27,B2,80.2,1.0,Low,Other,0.32,0,0.6,None,1,Completed,0.83|0.70|0.59|0.85|0.74|0.59|0.76|0.89|0.82|0.47|0.72|0.98|0.54|0.80|0.64|0.67|0.82|0.39|0.66|0.71|0.74|0.72|0.92|0.72|0.63|0.66|0.67|0.63|0.69|0.65|0.64|0.84,Economics,2025-11-02T11:58:25Z
SL000014,Comenius University Bratislava,Brazil,Slovakia,Female,24,A2,60.2,0.97,High,Married,0.33,0,0.5,LanguageMentor,0,Failed Exams,0.62|0.50|0.87|0.67|0.67|0.57|0.83|0.85|0.66|0.96|0.63|0.71|0.79|0.46|0.89|0.64|0.50|0.83|0.64|0.71|0.57|0.73|0.60|0.50|0.60|0.82|0.70|0.78|0.82|0.86|0.58|0.69,Business,2025-11-02T11:58:25Z
SL000015,Comenius University Bratislava,Latvia,Slovakia,Prefer not to say,25,C2,68.3,0.84,High,Other,0.27,0,0.1,Tutoring,1,Completed,0.62|0.91|0.70|0.83|0.61|0.63|0.63|0.54|0.52|0.42|0.97|0.69|0.74|0.76|0.92|0.80|0.74|0.57|0.85|0.63|0.62|0.84|0.88|0.89|1.00|0.93|0.77|0.80|0.82|0.82|0.89|0.59,Logistics,2025-11-02T11:58:25Z
SL000016,Slovak Tech,Latvia,Slovakia,Prefer not to say,27,C1,58.2,0.89,Medium,Single,0.54,0,0.1,None,1,Completed,0.59|0.94|0.54|0.73|0.62|0.72|0.59|0.61|0.75|0.78|0.85|0.48|0.44|0.71|0.76|0.88|0.49|0.80|0.71|0.62|0.57|0.73|0.76|0.75|0.81|0.64|0.87|0.99|0.93|0.71|0.74|0.79,Engineering,2025-11-02T11:58:25Z
SL000017,Slovak Tech,Pakistan,Slovakia,Male,24,B2,80.7,0.89,High,Other,0.05,0,0.6,None,1,Completed,0.64|0.90|0.77|0.85|0.93|0.69|0.55|0.43|0.73|0.74|1.00|0.83|0.78|0.72|0.66|0.70|0.83|0.67|0.65|0.60|0.68|0.54|0.80|0.82|0.88|0.59|0.65|0.94|0.77|0.79|0.87|0.55,English Philology,2025-11-02T11:58:25Z
SL000018,Comenius University Bratislava,Sri Lanka,Slovakia,Female,27,C1,67.2,0.71,Medium,Married,0.25,0,0.6,None,0,Failed Exams,0.59|0.84|0.69|0.62|0.92|0.60|0.54|0.61|0.67|0.72|0.69|0.95|0.73|0.78|0.57|0.87|0.89|0.67|0.68|0.92|0.89|0.83|0.74|0.83|1.00|0.61|0.59|0.66|0.85|0.78|0.71|0.42,Data Science,2025-11-02T11:58:25Z
SL000019,Comenius University Bratislava,Pakistan,Slovakia,Male,22,B2,65.4,0.93,High,Single,0.3,0,0.6,Tutoring,1,Completed,0.98|0.74|0.65|0.60|0.40|0.85|0.69|0.93|1.00|0.69|0.77|0.73|0.72|0.52|0.65|0.86|0.65|1.00|0.73|0.82|0.77|0.66|0.90|0.72|0.63|0.72|0.80|0.80|0.60|0.70|0.68|0.77,Psychology,2025-11-02T11:58:25Z
SL000020,Slovak Tech,Vietnam,Slovakia,Other,23,B1,67.2,0.8,High,Single,0.43,0,0.6,BuddyProgram,1,Completed,0.65|0.57|0.77|0.78|0.74|0.73|0.80|0.67|0.83|0.57|0.98|0.85|0.65|0.78|0.78|0.69|0.66|0.78|0.74|0.78|0.76|0.93|0.85|0.83|0.92|0.56|0.94|0.66|0.92|0.51|0.74|0.78,Engineering,2025-11-02T11:58:25Z
SL000021,Slovak Tech,Spain,Slovakia,Prefer not to say,24,C1,80.8,0.92,Low,Married,0.49,0,0.1,LanguageMentor,1,Completed,0.91|0.82|0.81|0.77|0.77|0.65|0.58|0.83|0.68|0.53|1.00|0.64|0.68|0.51|0.65|0.74|0.89|0.86|0.57|0.69|0.86|0.74|0.75|0.71|0.65|0.68|0.47|0.69|0.84|0.76|0.83|0.65,Computer Science,2025-11-02T11:58:25Z
SL000022,Slovak Tech,Bangladesh,Slovakia,Prefer not to say,24,A2,76.9,1.0,Medium,Other,0.3,0,0.6,None,1,Completed,0.53|0.61|0.60|0.71|0.81|0.34|0.79|0.79|0.59|0.75|0.93|0.87|0.75|0.56|0.83|0.96|0.68|0.64|0.66|0.65|0.82|0.58|0.66|0.67|0.61|0.72|0.77|0.82|0.91|0.82|0.84|0.68,Logistics,2025-11-02T11:58:25Z
SL000023,Comenius University Bratislava,Slovakia,Slovakia,Prefer not to say,20,B2,70.0,0.9,High,Single,0.1,0,0.1,None,1,Completed,0.81|0.62|0.81|0.81|0.84|0.70|0.70|0.90|0.71|0.74|0.60|0.86|0.75|0.85|0.79|0.72|0.68|0.98|0.79|0.78|0.95|0.74|0.87|0.80|0.43|1.00|0.90|0.63|0.53|0.77|0.65|0.67,Engineering,2025-11-02T11:58:25Z
SL000024,Slovak Tech,Pakistan,Slovakia,Female,19,B2,64.7,1.0,Medium,Other,0.19,0,0.6,LanguageMentor,1,Completed,0.66|0.96|0.94|0.80|0.91|0.68|1.00|0.69|0.76|0.45|0.65|0.78|0.72|0.58|0.80|0.82|0.75|0.70|0.67|0.79|0.50|0.69|0.71|0.54|0.68|0.93|0.86|0.64|0.64|0.91|0.83|0.89,Psychology,2025-11-02T11:58:25Z
SL000025,Slovak Tech,Latvia,Slovakia,Male,19,C2,72.8,0.91,Low,Other,0.06,0,0.1,None,1,Completed,0.72|0.87|0.64|0.47|0.74|0.68|0.71|0.77|0.52|0.63|0.77|0.89|0.67|0.66|0.89|0.71|0.85|0.57|0.63|0.74|0.72|0.77|0.67|0.83|0.79|0.95|0.53|0.85|0.80|0.68|0.59|0.83,Business,2025-11-02T11:58:25Z
SL000026,Comenius University Bratislava,Sri Lanka,Slovakia,Female,21,A2,66.8,1.0,Low,Single,0.5,0,0.6,LanguageMentor,0,Failed Exams,0.80|0.76|0.92|0.62|0.84|0.83|0.57|0.80|0.71|0.91|0.88|0.76|0.57|0.71|0.70|0.54|0.74|0.62|0.47|0.79|0.52|0.70|0.65|0.73|0.61|0.83|0.68|0.65|0.71|0.85|0.88|0.68,Computer Science,2025-11-02T11:58:25Z
SL000027,Comenius University Bratislava,Vietnam,Slovakia,Prefer not to say,26,B2,72.9,0.74,Low,Single,0.33,0,0.6,None,1,Completed,0.72|0.90|0.74|0.48|0.68|0.93|0.89|0.63|0.74|0.84|0.68|0.62|0.59|0.80|0.62|0.93|0.75|0.85|0.81|0.71|0.75|0.75|0.74|0.57|0.61|0.72|0.70|0.63|0.99|0.85|0.73|0.77,Business,2025-11-02T11:58:25Z
SL000028,Comenius University Bratislava,Brazil,Slovakia,Other,25,C1,63.4,1.0,High,Single,0.46,1,0.5,Tutoring,0,Dropped Out,0.83|0.71|0.65|0.68|0.86|0.59|0.88|0.79|0.84|0.75|0.75|0.63|0.80|0.72|0.74|0.65|0.81|0.82|0.63|0.90|0.71|0.73|0.89|0.87|0.84|0.80|0.77|0.62|0.63|0.85|0.79|0.69,Logistics,2025-11-02T11:58:25Z
SL000029,Comenius University Bratislava,Bangladesh,Slovakia,Other,19,A2,70.0,0.9,Low,Other,0.17,0,0.6,Tutoring,1,Completed,0.74|0.65|0.62|0.76|0.73|0.79|0.40|0.66|0.56|0.98|0.69|0.91|0.81|0.89|0.69|0.81|0.72|0.85|0.74|0.91|0.72|0.83|0.50|1.00|0.74|0.50|0.70|0.69|0.62|0.76|0.60|0.87,Logistics,2025-11-02T11:58:25Z
SL000030,Slovak Tech,Nigeria,Slovakia,Male,26,B2,64.4,0.91,High,Other,0.4,1,0.7,None,0,Left Country,0.55|0.81|0.63|0.83|0.81|0.50|0.73|0.67|0.81|0.79|0.48|0.67|0.89|0.43|0.78|0.66|0.69|0.70|0.84|0.59|0.79|0.62|0.98|0.72|0.66|0.79|0.55|0.70|0.89|0.52|0.80|0.72,Logistics,2025-11-02T11:58:25Z
SL000031,Comenius University Bratislava,Sri Lanka,Slovakia,Other,21,C2,71.2,0.92,High,Single,0.49,0,0.6,Counseling,0,Transferred,0.69|0.70|0.82|0.68|0.46|0.89|0.64|0.86|0.84|0.61|1.00|0.87|0.64|0.58|0.70|0.65|0.66|0.54|0.74|0.81|0.86|0.43|0.87|0.65|0.52|0.94|0.81|0.53|0.97|0.59|0.66|0.45,Computer Science,2025-11-02T11:58:25Z
SL000032,Comenius University Bratislava,Brazil,Slovakia,Other,26,C2,78.9,0.76,High,Single,0.02,0,0.5,None,1,Completed,0.51|0.77|0.61|0.77|0.76|0.58|0.78|0.64|0.65|0.75|0.71|0.56|0.74|0.84|0.70|0.88|0.56|0.72|0.69|0.74|0.71|0.90|0.56|0.78|0.90|0.86|0.43|0.67|0.78|0.95|0.76|0.78,English Philology,2025-11-02T11:58:25Z
SL000033,Slovak Tech,Bangladesh,Slovakia,Male,27,C2,67.6,0.87,High,Other,0.19,0,0.6,None,0,Transferred,0.59|1.00|0.40|0.69|0.73|0.77|0.83|0.53|0.76|0.77|1.00|0.69|0.67|0.80|0.72|0.67|0.89|0.61|0.62|0.64|0.86|0.73|0.50|0.63|0.85|0.89|0.98|0.63|0.78|0.96|0.89|0.97,Economics,2025-11-02T11:58:25Z
SL000034,Comenius University Bratislava,Latvia,Slovakia,Female,22,A2,63.5,0.74,Medium,Other,0.07,0,0.1,BuddyProgram,0,Failed Exams,0.69|0.91|0.85|0.80|0.68|0.71|0.69|0.71|0.80|0.91|0.53|0.76|0.46|0.82|0.61|0.82|0.59|0.88|0.64|0.75|0.56|0.74|0.82|0.85|0.77|0.56|0.66|0.78|0.64|0.78|0.49|0.79,Economics,2025-11-02T11:58:25Z
SL000035,Comenius University Bratislava,India,Slovakia,Prefer not to say,28,C2,72.1,0.95,High,Single,0.09,0,0.6,Counseling,1,Completed,0.52|0.79|0.72|0.58|0.71|0.41|0.82|0.69|0.97|0.90|0.80|0.72|0.83|0.82|0.65|0.67|0.78|0.78|0.70|0.76|0.61|0.91|0.75|0.77|0.62|0.89|0.77|0.77|0.61|0.75|0.97|0.69,Economics,2025-11-02T11:58:25Z
SL000036,Slovak Tech,Italy,Slovakia,Male,22,C1,77.6,0.86,Medium,Married,0.18,1,0.1,LanguageMentor,0,Dropped Out,0.65|0.68|0.69|0.84|0.79|0.46|0.60|0.79|0.72|0.87|0.81|0.90|0.63|0.49|0.68|0.82|0.86|0.73|0.67|0.69|0.72|0.56|0.84|0.95|0.72|1.00|0.82|0.53|0.52|0.69|0.58|0.54,Economics,2025-11-02T11:58:25Z
SL000037,Slovak Tech,Nigeria,Slovakia,Female,28,B1,68.5,0.89,Low,Single,0.32,1,0.7,Tutoring,0,Dropped Out,0.58|0.96|0.48|0.71|0.61|0.83|0.66|0.64|0.74|0.74|0.68|0.93|0.87|0.81|0.73|0.79|0.58|0.87|0.55|0.45|0.64|0.53|0.85|0.55|0.71|0.62|0.74|0.82|0.80|0.65|0.76|0.89,Economics,2025-11-02T11:58:25Z
SL000038,Comenius University Bratislava,Sri Lanka,Slovakia,Other,26,B2,69.6,0.9,Low,Married,0.18,0,0.6,LanguageMentor,1,Completed,0.66|0.82|0.80|0.62|1.00|0.80|0.48|0.76|0.53|0.79|0.59|0.72|0.49|0.63|1.00|0.96|0.88|0.48|0.84|0.90|0.61|0.78|0.73|0.80|0.86|0.64|0.75|0.70|0.59|0.67|0.88|0.71,English Philology,2025-11-02T11:58:25Z
SL000039,Comenius University Bratislava,India,Slovakia,Female,23,C1,64.5,0.76,High,Married,0.66,1,0.6,Counseling,0,Dropped Out,0.33|0.81|0.67|0.76|0.78|0.74|0.75|0.87|0.81|0.83|0.49|0.65|0.64|0.47|0.72|0.66|0.46|0.45|0.56|0.40|0.58|0.45|0.60|0.51|0.47|0.58|0.84|0.68|0.66|0.85|0.42|0.59,Business,2025-11-02T11:58:25Z
SL000040,Slovak Tech,Vietnam,Slovakia,Male,27,C2,79.4,0.77,Low,Other,0.46,0,0.6,BuddyProgram,0,Failed Exams,0.62|0.92|0.93|0.73|0.61|0.62|0.59|0.83|0.72|0.72|0.80|0.83|0.78|0.54|0.71|0.64|0.44|0.77|0.64|0.51|0.67|0.53|0.69|1.00|0.59|0.56|0.82|0.64|0.80|0.68|0.88|0.99,Engineering,2025-11-02T11:58:25Z
SL000041,Slovak Tech,Brazil,Slovakia,Female,31,B1,63.3,0.88,Medium,Single,0.26,1,0.5,LanguageMentor,0,Administrative Withdrawal,0.73|0.70|0.61|0.76|0.64|0.70|0.60|0.57|0.96|0.66|0.86|0.65|0.78|0.72|0.66|0.79|0.92|0.69|0.79|0.90|0.54|0.65|0.77|0.59|0.65|0.90|0.91|0.98|0.72|0.79|0.65|0.79,Business,2025-11-02T11:58:25Z
SL000042,Comenius University Bratislava,Sri Lanka,Slovakia,Other,28,B2,78.2,0.82,High,Single,0.26,0,0.6,None,1,Completed,0.77|0.74|0.91|0.54|0.49|0.67|0.70|0.67|0.72|0.68|0.54|0.70|0.70|0.76|0.78|0.75|0.63|0.81|0.74|0.83|0.91|1.00|0.62|0.75|0.55|0.68|0.51|0.71|0.66|0.54|0.84|0.81,Computer Science,2025-11-02T11:58:25Z
SL000043,Comenius University Bratislava,Brazil,Slovakia,Male,21,C2,68.2,0.87,High,Single,0.67,0,0.5,LanguageMentor,1,Completed,0.64|0.54|0.79|0.62|0.65|0.59|0.54|0.59|0.67|0.50|0.65|0.42|0.56|0.79|0.57|0.57|0.50|0.48|0.63|0.43|0.40|0.60|0.31|0.37|0.58|0.85|0.92|0.80|0.82|0.80|0.91|0.49,Logistics,2025-11-02T11:58:25Z
SL000044,Slovak Tech,Bangladesh,Slovakia,Prefer not to say,18,C1,82.1,0.95,Medium,Single,0.38,0,0.6,None,1,Ongoing,0.59|0.40|1.00|0.66|0.80|0.77|0.70|0.72|0.79|0.85|0.88|0.79|0.73|0.42|0.83|0.73|0.26|0.96|0.70|0.94|0.71|0.61|0.83|0.46|0.65|0.55|0.74|0.82|0.81|1.00|0.45|0.78,Psychology,2025-11-02T11:58:25Z
SL000045,Comenius University Bratislava,Pakistan,Slovakia,Female,20,B2,80.6,0.92,Low,Married,0.15,0,0.6,None,1,Completed,0.78|0.64|0.77|0.71|0.69|0.59|0.54|0.47|0.80|0.71|0.88|0.69|0.71|0.78|0.84|0.55|0.79|0.60|0.70|0.26|0.71|0.79|0.79|0.68|0.77|0.73|0.82|1.00|0.88|0.86|0.64|0.70,Engineering,2025-11-02T11:58:25Z
SL000046,Slovak Tech,Slovakia,Slovakia,Other,26,B1,87.1,0.81,Low,Single,0.49,0,0.1,None,1,Completed,0.84|0.74|0.58|0.85|0.45|0.54|0.94|0.77|0.61|0.76|0.57|0.53|0.70|0.75|1.00|0.78|0.73|0.74|0.79|0.58|0.75|0.72|0.77|0.94|0.83|0.80|0.53|1.00|0.74|0.60|0.64|0.63,English Philology,2025-11-02T11:58:25Z
SL000047,Slovak Tech,Slovakia,Slovakia,Male,20,B2,74.4,0.92,Low,Other,0.31,0,0.1,Counseling,1,Completed,0.65|1.00|0.80|0.66|0.72|0.88|0.64|0.75|0.79|0.82|0.50|0.85|0.75|0.70|0.87|0.86|0.72|0.71|0.54|0.76|0.73|0.84|0.79|0.59|0.55|0.72|0.48|0.72|0.78|0.75|0.71|0.71,Logistics,2025-11-02T11:58:25Z
SL000048,Slovak Tech,Ukraine,Slovakia,Male,28,B1,72.6,0.83,Medium,Married,0.12,1,0.1,BuddyProgram,0,Left Country,0.63|0.69|0.76|0.65|0.65|0.76|0.80|0.79|0.58|0.63|0.79|0.66|0.55|0.79|0.48|0.73|0.83|0.71|0.86|0.64|0.85|0.77|0.82|0.66|0.50|0.94|0.72|0.65|0.59|0.74|0.47|0.81,Computer Science,2025-11-02T11:58:25Z
SL000049,Slovak Tech,Brazil,Slovakia,Prefer not to say,23,A2,77.6,0.82,High,Single,0.69,1,0.5,None,0,Dropped Out,0.46|0.78|0.90|0.66|0.78|0.96|0.72|0.82|0.46|0.75|0.63|0.73|0.74|0.53|0.55|0.45|0.51|0.36|0.65|0.81|0.42|0.62|0.60|0.56|0.84|0.66|0.64|0.74|0.58|0.67|0.60|0.53,English Philology,2025-11-02T11:58:25Z
SL000050,Comenius University Bratislava,USA,Slovakia,Female,24,C2,72.5,0.91,High,Other,0.35,0,0.3,LanguageMentor,1,Completed,0.67|0.67|0.71|0.58|0.66|0.94|0.85|0.78|0.73|0.73|0.93|0.78|0.66|0.88|0.89|0.58|0.95|0.78|0.79|0.57|0.46|0.82|0.66|0.65|0.66|0.67|0.57|0.77|0.73|0.83|0.75|0.72,Psychology,2025-11-02T11:58:25Z
SL000051,Slovak Tech,Brazil,Slovakia,Female,19,C1,64.7,0.96,Medium,Single,0.19,0,0.5,None,1,Ongoing,0.55|0.76|0.67|0.77|0.93|0.88|0.52|0.76|0.89|0.74|0.63|0.85|0.88|0.76|0.62|0.69|0.72|0.72|0.53|0.67|0.72|0.79|0.74|0.62|0.65|0.66|0.83|0.99|0.73|0.42|0.77|0.86,Engineering,2025-11-02T11:58:25Z
SL000052,Slovak Tech,Ukraine,Slovakia,Male,26,B1,66.9,0.84,Medium,Single,0.36,0,0.1,Tutoring,1,Completed,0.52|0.63|0.82|0.71|0.72|0.91|0.50|0.48|0.69|0.96|0.81|0.61|0.87|0.64|0.83|0.76|0.80|0.75|0.79|0.81|0.89|0.73|0.55|0.93|0.80|0.74|0.68|0.63|0.74|0.80|0.71|1.00,Computer Science,2025-11-02T11:58:25Z
SL000053,Comenius University Bratislava,Nigeria,Slovakia,Prefer not to say,22,B1,66.0,0.69,High,Single,0.54,0,0.7,None,0,Transferred,0.64|0.55|0.74|0.72|0.74|0.61|0.62|0.89|0.79|0.89|0.58|0.73|0.66|0.66|0.84|0.75|0.78|0.66|0.82|0.90|0.73|0.75|0.75|0.77|0.69|1.00|0.64|0.83|0.80|0.73|0.66|0.97,English Philology,2025-11-02T11:58:25Z
SL000054,Comenius University Bratislava,Slovakia,Slovakia,Prefer not to say,22,A2,82.7,0.85,High,Married,0.33,0,0.1,Tutoring,1,Completed,0.62|0.84|0.80|0.76|0.85|0.78|0.78|0.77|0.73|0.69|0.67|0.81|0.62|0.63|0.88|0.74|0.87|0.56|0.92|0.79|0.86|0.72|0.71|0.72|0.91|1.00|0.65|0.75|0.77|0.50|0.70|0.54,Psychology,2025-11-02T11:58:25Z
SL000055,Slovak Tech,Nigeria,Slovakia,Female,23,C2,70.2,0.93,Low,Married,0.53,0,0.7,None,1,Completed,0.76|0.84|0.62|0.76|0.68|0.71|0.68|0.84|0.75|0.74|0.67|0.72|0.90|0.63|0.74|0.60|0.66|0.83|0.75|0.54|0.71|0.93|0.70|0.61|0.62|0.58|0.87|0.73|0.89|0.63|0.71|0.68,Computer Science,2025-11-02T11:58:25Z
SL000056,Comenius University Bratislava,India,Slovakia,Female,25,A2,80.3,0.87,Low,Married,0.48,1,0.6,None,0,Administrative Withdrawal,0.80|0.86|0.88|0.84|0.74|0.66|0.76|0.80|0.96|0.62|0.71|0.61|0.70|0.74|0.55|0.86|0.67|0.72|0.58|0.50|0.79|0.65|0.71|0.71|0.68|0.69|0.83|0.75|0.74|0.89|0.66|0.56,Logistics,2025-11-02T11:58:25Z
SL000057,Slovak Tech,USA,Slovakia,Other,28,B2,63.5,0.87,Medium,Married,0.14,0,0.3,Tutoring,1,Completed,0.57|0.71|0.76|0.77|0.74|0.92|0.94|0.72|0.78|0.69|1.00|0.79|0.78|0.53|0.56|0.66|0.47|0.90|0.55|0.89|0.96|0.72|0.75|1.00|0.54|0.56|0.92|0.58|0.89|0.40|0.76|0.79,Computer Science,2025-11-02T11:58:25Z
SL000058,Slovak Tech,India,Slovakia,Other,27,C1,54.7,0.89,Low,Married,0.34,1,0.6,BuddyProgram,0,Dropped Out,0.87|0.94|0.67|0.76|0.75|0.68|0.71|0.59|0.84|0.48|0.71|0.96|0.60|0.75|0.82|0.62|0.78|0.97|0.60|0.85|0.88|0.68|0.69|0.70|0.73|0.57|0.64|0.73|0.55|0.71|0.61|0.53,Data Science,2025-11-02T11:58:25Z
SL000059,Slovak Tech,Nigeria,Slovakia,Prefer not to say,27,B2,67.8,1.0,Medium,Single,0.3,0,0.7,None,1,Completed,0.43|0.55|0.73|0.85|0.75|1.00|0.85|0.70|0.86|0.67|0.98|0.76|0.85|0.81|0.80|0.73|0.63|0.73|0.74|0.66|0.79|0.72|0.58|0.81|0.59|0.59|0.82|0.60|0.50|0.57|0.88|0.66,Economics,2025-11-02T11:58:25Z
SL000060,Slovak Tech,Ukraine,Slovakia,Prefer not to say,21,B1,66.8,0.75,Medium,Other,0.11,1,0.1,LanguageMentor,0,Administrative Withdrawal,1.00|0.84|0.84|0.64|0.66|0.67|0.56|0.86|0.38|0.91|0.92|0.61|0.75|0.91|0.60|0.60|0.64|0.96|0.62|0.65|0.67|0.30|0.82|0.86|0.55|0.74|0.76|0.80|0.79|0.73|0.60|0.67,Economics,2025-11-02T11:58:25Z
SL000061,Slovak Tech,Pakistan,Slovakia,Female,29,B1,78.1,0.92,High,Married,0.33,1,0.6,None,0,Dropped Out,0.66|0.67|0.99|0.75|0.75|0.85|0.61|0.86|0.63|0.64|0.91|0.72|0.80|0.88|0.98|0.85|0.69|0.93|1.00|0.76|0.68|0.88|0.84|0.76|0.72|0.83|0.85|0.48|0.89|0.79|0.89|0.76,Engineering,2025-11-02T11:58:25Z
SL000062,Comenius University Bratislava,Nigeria,Slovakia,Male,20,C1,62.2,1.0,Medium,Other,0.3,0,0.7,LanguageMentor,1,Completed,0.83|0.68|0.98|1.00|0.72|0.78|0.83|0.88|0.64|0.80|0.69|1.00|0.81|0.71|0.78|0.53|0.75|0.81|0.96|0.70|0.81|0.67|0.84|0.68|0.75|0.84|0.76|0.81|0.55|0.64|1.00|0.72,Psychology,2025-11-02T11:58:25Z
