student_id,institution,country_home,country_host,gender,age,language_proficiency,gpa_prev,attendance_rate,socio_econ_status,marital_status,teaching_style_difference,dropout,cultural_distance,support_program,target_success,weekly_engagement,subject_field,timestamp_created
LA000011,Daugavpils University,Sri Lanka,Latvia,Other,25,C2,62.1,1,Medium,Single,0.29,0,0.6,LanguageMentor,1,0.69|0.60|0.76|0.68|0.82|0.85|0.53|0.84|0.88|0.59|0.87|0.72|0.71|0.79|0.76|0.53|0.63|0.69|0.80|0.87|0.69|0.75|0.68|0.58|0.61|0.63|0.93|0.78|0.82|0.94|0.85|0.81,Engineering,2025-11-02T11:58:25Z
LA000012,Daugavpils University,Bangladesh,Latvia,Other,18,A2,66.9,0.93,Low,Other,0.25,1,0.6,None,0,0.83|0.83|0.66|0.64|0.65|0.77|0.67|0.64|0.90|0.74|0.85|0.71|0.94|0.58|0.83|0.52|0.57|0.88|0.83|0.65|0.75|0.73|0.81|0.79|0.92|1.00|0.87|0.89|0.39|0.73|0.66|0.58,English Philology,2025-11-02T11:58:25Z
LA000013,TSI Riga,Pakistan,Latvia,Male,22,C2,61.4,0.92,High,Married,0.25,0,0.6,LanguageMentor,1,0.67|0.93|0.64|0.76|0.76|0.57|0.81|0.73|0.68|0.74|0.53|0.76|0.74|0.79|0.75|0.74|0.50|0.75|0.94|0.68|0.73|0.78|0.91|0.81|0.75|0.64|0.77|0.60|0.60|0.72|0.80|0.75,Computer Science,2025-11-02T11:58:25Z
LA000014,Daugavpils University,Brazil,Latvia,Male,24,A2,64.5,0.9,Medium,Other,0.4,0,0.5,LanguageMentor,1,0.64|0.57|0.60|0.85|0.92|0.78|0.73|0.80|0.81|0.65|0.97|0.52|0.54|0.69|0.62|0.72|0.73|0.75|0.76|0.84|0.53|0.57|0.89|0.54|0.67|0.71|0.67|0.72|0.80|0.54|0.66|0.67,Economics,2025-11-02T11:58:25Z
LA000015,Daugavpils University,Vietnam,Latvia,Other,28,A2,82.5,0.98,Low,Married,0.34,0,0.6,LanguageMentor,0,0.74|0.53|0.59|0.94|0.86|0.54|0.58|0.60|0.88|0.82|0.79|0.67|0.90|0.75|0.91|0.53|0.81|0.79|0.70|0.96|0.72|0.81|0.64|0.99|0.73|0.79|0.55|0.54|0.82|0.69|0.54|0.52,Business,2025-11-02T11:58:25Z
LA000016,Daugavpils University,Spain,Latvia,Other,24,C1,78.8,0.93,Medium,Single,0.01,1,0.1,None,0,0.97|0.68|0.69|0.64|0.77|0.75|0.62|0.76|0.72|0.78|1.00|0.80|0.31|0.55|0.93|0.72|0.53|0.65|0.79|0.81|0.70|0.81|0.68|0.68|0.79|0.79|0.73|0.77|0.54|0.81|0.99|0.73,Engineering,2025-11-02T11:58:25Z
LA000017,TSI Riga,Ukraine,Latvia,Male,28,A2,62.5,0.97,Medium,Other,0.22,0,0.1,Tutoring,1,0.71|0.69|0.75|0.85|0.65|0.56|0.76|0.64|0.82|0.87|0.70|0.53|0.64|0.87|0.81|0.75|0.67|0.39|0.87|0.82|0.79|0.72|0.88|0.78|0.83|0.66|0.96|0.77|0.71|0.84|0.56|0.87,Economics,2025-11-02T11:58:25Z
LA000018,Daugavpils University,USA,Latvia,Other,20,C1,67.9,0.87,Medium,Other,0.43,0,0.3,BuddyProgram,0,0.59|0.86|0.84|0.39|0.61|0.62|0.67|0.74|0.66|0.85|0.63|0.69|0.75|0.58|0.75|0.72|0.71|0.57|0.48|0.70|1.00|0.73|0.90|0.79|0.66|0.70|0.48|0.84|0.93|0.94|0.79|0.75,English Philology,2025-11-02T11:58:25Z
LA000019,TSI Riga,Brazil,Latvia,Female,27,B2,80.2,0.99,Low,Married,0.29,1,0.5,Counseling,0,0.86|0.56|0.83|0.84|0.91|0.76|0.83|0.46|0.75|0.64|0.76|0.87|0.88|0.68|0.78|0.94|0.90|0.79|0.66|0.58|0.44|0.71|0.49|0.64|0.86|0.93|0.91|0.65|0.77|0.86|0.76|0.86,Engineering,2025-11-02T11:58:25Z
LA000020,TSI Riga,Italy,Latvia,Male,21,B2,58.8,1,Low,Other,0.35,0,0.1,None,1,0.66|0.85|0.68|0.63|0.51|0.97|0.99|0.48|0.56|0.72|0.88|0.68|0.89|0.80|0.64|0.69|0.74|0.63|0.37|0.44|0.82|0.79|0.86|0.68|0.68|1.00|0.75|0.68|0.92|0.90|0.71|0.76,Engineering,2025-11-02T11:58:25Z
LA000021,Daugavpils University,Vietnam,Latvia,Male,24,B1,85.4,0.88,Medium,Other,0.51,1,0.6,LanguageMentor,0,0.81|0.79|0.72|0.75|0.87|0.82|0.76|0.89|0.61|0.77|0.99|0.52|0.88|0.78|0.95|0.64|0.79|0.91|0.87|0.57|0.78|0.62|0.81|0.77|0.72|0.96|0.94|0.77|0.73|0.90|0.63|0.78,English Philology,2025-11-02T11:58:25Z
LA000022,TSI Riga,Vietnam,Latvia,Prefer not to say,18,B2,72.1,1,Medium,Other,0.5,0,0.6,LanguageMentor,1,0.80|1.00|0.60|0.71|0.87|0.64|0.72|0.93|0.62|0.60|0.89|0.79|0.70|0.61|0.85|0.50|0.68|0.65|0.81|1.00|0.87|0.54|0.88|0.71|0.75|0.71|0.58|0.53|0.77|0.99|0.88|0.91,Data Science,2025-11-02T11:58:25Z
LA000023,TSI Riga,USA,Latvia,Male,26,B2,87.3,0.88,High,Married,0.43,1,0.3,Counseling,0,0.65|0.57|0.68|0.96|0.59|0.87|0.98|0.78|0.73|0.67|0.71|0.65|0.75|0.79|0.84|0.76|0.66|0.74|0.60|0.66|0.86|0.65|0.64|1.00|0.84|0.58|0.75|0.74|0.63|0.69|0.65|0.65,Computer Science,2025-11-02T11:58:25Z
LA000024,Daugavpils University,Pakistan,Latvia,Male,24,C2,66.8,0.87,Low,Single,0.19,0,0.6,LanguageMentor,1,0.97|0.76|0.83|0.79|0.70|0.56|0.85|0.61|0.73|0.93|0.71|0.65|0.67|0.90|0.73|0.76|0.64|0.62|0.83|0.80|1.00|0.56|0.85|0.53|0.85|0.57|0.55|0.76|0.70|0.72|0.83|0.92,Data Science,2025-11-02T11:58:25Z
LA000025,Daugavpils University,Pakistan,Latvia,Female,23,B2,71.6,0.86,Medium,Married,0.01,0,0.6,Tutoring,0,0.78|0.90|0.52|0.63|0.72|0.98|0.84|0.47|0.73|0.90|0.54|0.69|0.62|0.46|0.66|0.79|0.63|0.74|0.92|0.62|0.80|0.80|0.61|0.61|0.88|0.81|0.71|0.84|0.69|0.71|0.42|0.56,English Philology,2025-11-02T11:58:25Z
LA000026,Daugavpils University,Spain,Latvia,Other,26,B1,70.1,1,Low,Single,0.25,1,0.1,None,0,0.93|0.80|0.53|0.52|0.73|0.84|0.81|0.77|0.95|0.85|0.76|0.81|0.83|0.69|0.67|0.55|0.81|0.70|0.57|0.89|0.59|0.68|0.60|0.90|0.75|0.98|0.78|0.65|0.68|0.78|0.74|0.89,Business,2025-11-02T11:58:25Z
LA000027,TSI Riga,Brazil,Latvia,Female,22,B2,62.1,1,Medium,Single,0.18,0,0.5,LanguageMentor,1,0.52|0.73|0.54|0.80|0.60|0.92|0.77|0.76|0.73|0.77|0.46|0.53|0.87|0.88|0.67|0.77|0.48|0.83|0.84|0.62|0.89|0.75|0.72|0.95|0.81|0.64|0.62|0.68|0.64|0.92|0.46|0.71,Economics,2025-11-02T11:58:25Z
LA000028,Daugavpils University,Slovakia,Latvia,Other,25,B1,53.7,0.96,High,Single,0.37,0,0.1,BuddyProgram,1,0.69|0.80|0.84|0.54|0.72|0.96|0.69|0.84|0.89|0.65|0.90|0.57|0.85|0.77|0.64|0.49|0.87|0.64|0.55|0.85|0.86|0.78|0.41|0.59|1.00|0.80|0.77|0.78|0.65|0.73|0.61|0.97,Logistics,2025-11-02T11:58:25Z
LA000029,TSI Riga,Spain,Latvia,Male,24,B1,84.1,0.92,Medium,Other,0.41,0,0.1,None,1,0.80|0.72|0.62|0.40|0.89|0.64|0.73|0.68|0.68|0.66|0.55|0.49|0.91|1.00|0.65|0.90|0.87|0.69|0.83|0.84|0.74|0.77|0.35|0.87|0.96|0.53|0.94|0.70|0.46|0.94|0.67|0.54,Psychology,2025-11-02T11:58:25Z
LA000030,TSI Riga,Sri Lanka,Latvia,Other,28,C1,76,0.96,Low,Other,0.64,0,0.6,None,1,0.98|0.77|0.66|0.70|0.93|0.76|0.53|0.75|0.64|0.55|0.86|0.78|0.77|0.62|0.62|0.61|0.51|0.50|0.36|0.44|0.37|0.47|0.44|0.41|0.72|0.57|0.96|0.84|0.63|0.67|0.67|0.85,Logistics,2025-11-02T11:58:25Z
LA000031,TSI Riga,Latvia,Latvia,Other,30,C1,65.3,0.87,Medium,Other,0.15,0,0.1,None,1,0.95|0.86|0.86|0.96|0.81|0.81|0.52|0.56|0.88|0.99|0.96|0.63|0.83|0.54|0.56|0.66|0.67|0.58|0.79|0.77|0.71|0.66|0.69|0.77|0.72|0.94|0.71|0.70|0.67|0.99|0.72|0.53,English Philology,2025-11-02T11:58:25Z
LA000032,Daugavpils University,Brazil,Latvia,Other,23,A2,58.5,0.94,Medium,Married,0.45,0,0.5,LanguageMentor,0,0.69|0.80|0.75|0.80|0.82|0.64|0.89|0.62|0.73|0.65|0.47|0.66|0.54|0.49|0.83|0.77|0.90|0.80|0.72|0.75|0.73|0.57|0.86|0.79|0.56|0.77|1.00|0.56|0.84|0.84|0.65|0.88,Psychology,2025-11-02T11:58:25Z
LA000033,TSI Riga,Sri Lanka,Latvia,Male,27,B1,70.4,0.89,Medium,Married,0.51,0,0.6,None,1,0.78|0.91|0.92|0.66|0.64|0.66|0.74|0.37|0.82|0.67|0.98|0.89|0.69|0.88|0.92|0.77|0.88|0.72|0.57|0.73|0.79|0.90|0.61|0.69|0.58|0.63|0.79|0.43|0.79|0.79|0.70|0.56,Engineering,2025-11-02T11:58:25Z
LA000034,TSI Riga,Vietnam,Latvia,Male,21,C1,64.7,0.9,Low,Single,0.1,0,0.6,LanguageMentor,0,0.70|0.55|0.69|0.85|0.82|0.85|0.82|0.81|0.76|0.67|0.61|0.58|0.84|0.57|0.80|0.85|1.00|0.78|0.97|0.54|0.94|0.54|0.78|0.62|0.90|1.00|0.60|0.95|0.64|0.90|0.66|0.84,Computer Science,2025-11-02T11:58:25Z
LA000035,TSI Riga,Vietnam,Latvia,Other,19,C2,67.7,0.73,Medium,Married,0.39,1,0.6,Counseling,0,0.71|0.76|0.78|0.72|0.68|0.64|0.56|0.88|1.00|0.78|0.92|0.81|0.57|0.66|0.90|0.80|0.65|0.66|0.78|0.70|0.74|0.52|0.86|0.94|0.71|0.40|0.76|0.81|0.80|0.96|0.59|0.63,Economics,2025-11-02T11:58:25Z
LA000036,TSI Riga,Bangladesh,Latvia,Female,25,C2,52.1,0.89,High,Single,0.28,0,0.6,BuddyProgram,1,0.92|0.54|0.88|0.67|0.97|0.76|0.74|0.70|0.99|0.41|0.83|0.74|0.76|0.70|0.52|0.79|0.53|0.44|0.71|0.66|0.84|0.69|0.61|0.71|0.90|0.59|0.95|0.87|0.75|0.43|0.51|0.71,English Philology,2025-11-02T11:58:25Z
LA000037,TSI Riga,Ukraine,Latvia,Other,26,A2,71.3,0.75,Low,Married,0.23,0,0.1,LanguageMentor,0,0.78|0.81|0.84|0.59|0.70|1.00|0.75|0.79|0.81|0.81|0.88|0.74|0.76|0.52|0.59|0.49|0.60|0.93|0.67|0.60|0.88|0.57|0.55|0.73|0.49|0.84|0.70|0.81|0.86|0.76|0.64|0.65,English Philology,2025-11-02T11:58:25Z
LA000038,Daugavpils University,Bangladesh,Latvia,Prefer not to say,23,B1,90.9,1,Medium,Married,0.17,0,0.6,None,1,0.47|0.44|0.54|0.74|0.70|0.66|0.78|0.87|0.63|1.00|0.72|0.66|0.71|0.84|0.66|0.76|0.76|0.72|0.83|0.76|0.67|0.89|0.80|0.80|0.76|0.79|0.64|0.77|0.81|0.69|0.76|0.77,Data Science,2025-11-02T11:58:25Z
LA000039,TSI Riga,Sri Lanka,Latvia,Female,25,B2,80.8,0.83,High,Single,0.2,1,0.6,LanguageMentor,0,0.62|0.66|0.66|0.86|0.78|0.82|0.64|0.56|0.43|0.65|0.63|0.76|0.58|0.90|0.58|0.85|0.79|0.68|0.74|0.88|0.67|0.63|0.79|0.55|0.49|0.78|0.85|0.73|0.65|0.93|0.74|0.93,Engineering,2025-11-02T11:58:25Z
LA000040,TSI Riga,Ukraine,Latvia,Female,26,B2,75.1,0.89,High,Other,0.46,0,0.1,None,1,0.67|0.69|0.78|0.86|0.75|0.58|0.64|0.56|0.72|0.66|0.64|0.78|0.72|0.86|0.56|0.81|0.72|0.76|1.00|0.87|0.64|0.61|0.68|0.64|0.76|0.62|0.85|0.67|0.80|0.95|0.56|0.79,English Philology,2025-11-02T11:58:25Z
LA000041,Daugavpils University,Pakistan,Latvia,Female,21,B1,74.8,0.85,Medium,Single,0.41,0,0.6,Counseling,1,0.51|0.50|0.61|0.52|0.60|0.75|0.68|0.76|0.86|0.70|0.84|0.68|0.54|0.75|0.64|0.79|0.63|0.52|0.70|0.86|0.71|0.77|0.89|0.70|0.71|0.71|0.64|0.47|0.67|0.81|0.75|0.93,Business,2025-11-02T11:58:25Z
LA000042,Daugavpils University,India,Latvia,Prefer not to say,28,C1,58.6,0.95,High,Single,0.12,1,0.6,None,0,0.48|0.78|0.42|0.95|0.67|0.43|0.57|0.56|0.77|0.74|0.70|0.77|0.71|0.68|0.51|0.63|0.85|0.82|0.70|0.78|0.67|0.73|0.72|0.78|0.70|0.61|0.79|0.94|0.76|0.36|0.42|0.78,Engineering,2025-11-02T11:58:25Z
LA000043,TSI Riga,India,Latvia,Male,22,B2,69.1,0.9,High,Single,0.68,0,0.6,None,1,0.82|0.59|0.90|0.72|0.49|0.83|0.84|0.83|0.45|0.55|0.87|0.63|0.74|0.77|0.70|0.86|0.59|0.36|0.70|0.74|0.76|0.34|0.56|0.60|0.90|0.70|0.77|0.79|0.70|0.84|0.66|0.74,English Philology,2025-11-02T11:58:25Z
LA000044,Daugavpils University,Sri Lanka,Latvia,Male,22,B2,61.2,0.73,Medium,Other,0.17,1,0.6,Tutoring,0,0.76|0.89|0.38|0.51|0.74|0.90|0.66|0.62|0.52|0.65|0.75|0.86|0.84|0.91|0.76|0.74|0.71|0.77|0.66|0.92|0.59|0.85|0.81|0.58|0.66|0.82|0.69|0.72|0.89|0.70|0.65|0.55,Computer Science,2025-11-02T11:58:25Z
LA000045,Daugavpils University,Brazil,Latvia,Female,22,B1,72.2,0.82,Low,Other,0.24,0,0.5,None,1,0.83|0.72|0.50|0.77|0.52|0.56|0.84|0.71|0.82|1.00|0.67|0.67|0.78|0.81|0.88|0.61|0.78|0.84|0.71|0.85|0.65|0.87|0.78|0.69|0.58|0.87|0.86|0.73|0.82|0.60|0.79|0.76,Engineering,2025-11-02T11:58:25Z
LA000046,TSI Riga,Vietnam,Latvia,Other,27,B2,72.7,0.97,Low,Single,0.37,0,0.6,None,1,0.79|0.58|0.81|0.67|0.71|0.59|0.61|0.61|0.53|0.73|0.56|0.64|0.80|0.71|0.73|0.81|0.79|0.65|0.69|0.73|0.89|0.77|0.73|0.63|0.75|0.62|0.84|0.61|0.69|0.78|0.82|0.83,Psychology,2025-11-02T11:58:25Z
LA000047,Daugavpils University,Slovakia,Latvia,Male,22,C2,83.3,0.93,Low,Married,0.43,0,0.1,LanguageMentor,1,0.61|0.86|0.89|0.60|0.49|0.70|0.61|0.57|0.74|0.72|0.72|0.79|0.78|0.81|0.85|0.73|0.53|0.93|0.71|0.87|0.92|0.89|0.78|0.69|0.83|0.75|0.48|0.69|0.83|0.71|0.66|0.80,Economics,2025-11-02T11:58:25Z
LA000048,Daugavpils University,Bangladesh,Latvia,Male,22,C1,69.7,0.99,Low,Other,0.3,0,0.6,None,1,0.63|0.83|0.53|0.70|0.55|0.62|0.93|0.51|0.62|0.46|0.74|0.92|0.78|0.72|0.80|0.51|0.67|0.60|0.69|0.77|0.56|0.83|0.62|0.78|0.75|0.79|0.73|0.76|0.76|0.72|0.79|0.77,Economics,2025-11-02T11:58:25Z
LA000049,Daugavpils University,USA,Latvia,Male,18,B1,76,0.98,Low,Single,0.17,1,0.3,None,0,0.68|0.85|0.74|0.68|0.75|0.68|0.59|0.79|0.65|0.59|0.55|0.65|0.64|0.68|0.72|0.69|0.63|0.43|0.57|0.72|0.84|0.54|0.53|0.77|0.73|0.82|0.50|0.78|0.53|0.73|0.78|0.55,Economics,2025-11-02T11:58:25Z
LA000050,Daugavpils University,Brazil,Latvia,Other,26,C2,86.4,0.81,Low,Other,0.22,0,0.5,None,1,0.85|0.81|0.91|0.92|0.83|0.45|0.45|0.66|0.57|0.69|0.53|0.64|0.79|0.60|0.87|0.41|0.66|0.94|0.67|0.82|0.72|0.77|0.94|0.79|0.80|0.79|0.65|0.77|0.83|0.69|0.69|0.74,Logistics,2025-11-02T11:58:25Z
LA000051,TSI Riga,Italy,Latvia,Male,26,A2,68.1,0.96,Low,Married,0.19,0,0.1,None,1,0.73|0.77|0.72|0.72|0.84|0.98|0.51|0.71|0.77|0.68|0.70|0.86|0.73|0.49|0.73|0.68|0.80|0.84|0.54|0.75|0.68|0.71|0.56|0.76|0.67|0.61|0.83|0.60|0.76|0.57|0.78|0.64,Engineering,2025-11-02T11:58:25Z
LA000052,Daugavpils University,Slovakia,Latvia,Male,19,C2,73.7,0.87,High,Other,0.27,1,0.1,Tutoring,0,0.84|0.71|0.74|0.45|0.68|0.99|0.77|0.93|0.83|0.61|0.78|0.82|0.65|1.00|0.58|0.64|0.71|0.63|0.57|0.90|0.87|0.57|0.73|0.74|0.70|0.70|0.83|0.78|0.85|0.85|0.78|0.82,Economics,2025-11-02T11:58:25Z
LA000053,TSI Riga,Slovakia,Latvia,Female,24,C2,81.3,0.78,Medium,Single,0.45,0,0.1,BuddyProgram,0,0.67|0.73|0.56|0.80|0.60|0.53|0.63|0.66|0.63|0.76|0.91|0.89|0.70|0.67|0.79|0.64|0.68|0.75|0.70|0.71|1.00|0.91|0.74|0.85|0.69|0.87|0.82|0.78|0.87|0.82|0.88|0.65,English Philology,2025-11-02T11:58:25Z
LA000054,Daugavpils University,Slovakia,Latvia,Male,24,B1,73.4,0.79,High,Other,0.27,0,0.1,Tutoring,1,0.72|0.70|0.67|0.81|0.75|0.66|0.60|0.57|0.66|0.60|0.75|0.83|0.67|0.66|0.65|1.00|0.49|0.96|0.73|0.56|0.67|0.63|0.73|0.63|0.63|0.84|0.74|0.68|0.55|0.77|0.52|0.67,Business,2025-11-02T11:58:25Z
LA000055,TSI Riga,Bangladesh,Latvia,Prefer not to say,22,C1,73.6,0.74,Medium,Single,0.21,1,0.6,LanguageMentor,0,0.57|0.76|0.70|0.76|0.93|0.74|0.61|0.84|0.66|0.57|0.65|0.84|0.85|0.36|0.80|0.61|0.84|0.72|0.56|0.45|0.82|0.79|0.83|0.58|0.68|0.65|0.59|0.67|0.69|0.72|0.99|0.75,Logistics,2025-11-02T11:58:25Z
LA000056,Daugavpils University,Slovakia,Latvia,Female,25,B1,65.1,0.99,Low,Married,0.49,1,0.1,None,0,0.65|0.56|0.79|0.99|0.70|1.00|0.88|0.72|0.64|0.89|0.79|0.75|0.55|0.50|0.70|0.49|0.67|0.51|0.95|0.60|0.69|0.75|0.79|0.89|0.77|0.33|0.74|0.76|0.64|0.59|0.86|0.79,Logistics,2025-11-02T11:58:25Z
LA000057,Daugavpils University,Ukraine,Latvia,Other,25,B1,68.7,0.87,Low,Single,0.35,0,0.1,Tutoring,1,0.54|0.91|0.82|0.78|0.59|0.60|0.76|0.61|0.64|0.49|0.87|0.52|0.73|0.82|1.00|0.85|0.62|0.79|0.75|0.65|0.53|0.68|0.83|0.61|0.66|0.77|0.85|0.77|0.46|0.81|0.59|0.93,Psychology,2025-11-02T11:58:25Z
LA000058,Daugavpils University,India,Latvia,Male,25,B1,62.3,0.84,High,Single,0.23,0,0.6,LanguageMentor,1,0.60|0.76|0.89|0.68|0.66|0.81|0.87|0.81|0.83|0.67|0.81|0.74|0.62|0.86|0.79|0.42|0.41|0.92|0.33|0.84|0.70|0.70|0.69|0.81|0.75|0.73|0.85|0.75|0.61|0.77|0.55|0.87,Psychology,2025-11-02T11:58:25Z
LA000059,TSI Riga,Latvia,Latvia,Prefer not to say,21,C1,76,0.84,High,Single,0.23,1,0.1,None,0,0.79|0.70|0.77|0.77|0.59|0.64|0.67|0.49|0.86|0.68|0.56|0.57|0.70|0.66|0.88|0.67|0.44|0.82|0.54|0.76|0.62|0.89|0.72|0.84|0.86|0.62|0.70|0.81|0.83|0.80|0.63|0.64,Psychology,2025-11-02T11:58:25Z
LA000060,TSI Riga,Nigeria,Latvia,Other,26,C2,61.4,1,Low,Married,0.27,0,0.7,None,0,0.90|0.72|0.72|0.79|0.63|0.61|0.87|0.77|0.97|0.72|0.58|0.59|0.61|0.68|0.74|0.69|0.65|0.57|0.70|0.71|0.64|0.47|0.65|0.66|0.81|0.74|0.83|0.98|0.81|0.60|0.79|0.78,Business,2025-11-02T11:58:25Z
LA000061,TSI Riga,Ukraine,Latvia,Other,23,B1,66.5,1,Low,Other,0.1,0,0.1,Tutoring,1,0.54|0.81|1.00|0.81|0.68|0.69|0.69|0.53|0.85|0.70|0.84|0.70|0.66|0.91|0.73|0.72|0.92|0.62|0.81|0.79|0.82|0.73|0.76|0.70|1.00|0.68|0.68|0.41|0.68|0.66|0.65|0.73,Economics,2025-11-02T11:58:25Z
LA000062,Daugavpils University,Brazil,Latvia,Male,24,C1,80.9,0.91,High,Other,0.47,0,0.5,Tutoring,1,0.75|0.87|0.90|0.67|0.66|0.84|0.60|0.74|0.69|0.83|0.63|0.52|0.64|0.62|0.87|0.65|0.77|0.52|0.69|0.84|0.82|0.70|0.86|0.55|0.68|0.77|0.78|0.74|0.58|0.74|0.77|0.71,Computer Science,2025-11-02T11:58:25Z
LA000063,Daugavpils University,Brazil,Latvia,Prefer not to say,25,A2,82.5,0.93,High,Single,0.37,0,0.5,LanguageMentor,1,0.85|0.65|0.89|0.72|0.63|0.66|0.72|0.49|0.66|0.66|0.70|0.91|0.79|0.59|0.98|0.85|0.71|0.69|0.92|0.84|0.90|0.77|0.68|0.79|0.85|0.79|0.60|0.70|0.58|0.84|0.94|0.54,Data Science,2025-11-02T11:58:25Z
LA000064,TSI Riga,Slovakia,Latvia,Other,21,C1,56.8,0.9,Medium,Single,0.04,0,0.1,None,1,0.51|0.64|0.75|0.47|0.78|0.81|0.79|0.52|0.89|0.79|0.63|0.89|0.66|0.98|0.87|0.70|0.65|0.88|0.87|0.72|0.51|0.60|0.81|0.77|0.52|0.66|0.85|0.86|0.78|0.65|0.60|0.77,Engineering,2025-11-02T11:58:25Z
LA000065,TSI Riga,USA,Latvia,Other,19,C2,62.7,0.85,High,Single,0.41,0,0.3,None,1,0.83|0.73|0.64|0.62|0.81|0.63|0.64|0.72|0.70|0.74|0.84|0.71|0.49|0.84|0.51|0.83|0.70|0.76|0.90|0.81|0.70|0.67|0.67|0.49|0.54|0.83|0.61|0.79|0.83|0.86|0.72|0.71,English Philology,2025-11-02T11:58:25Z
