student_id,institution,country_home,country_host,gender,age,language_proficiency,gpa_prev,attendance_rate,socio_econ_status,marital_status,teaching_style_difference,dropout,cultural_distance,support_program,target_success,weekly_engagement,subject_field,timestamp_created
IT000011,Politecnico di Torino,Brazil,Italy,Female,18,B1,86.4,0.83,Medium,Single,0.25,1,0.5,LanguageMentor,0,0.76|0.73|0.81|0.95|0.53|0.70|0.77|0.92|0.77|0.68|0.78|0.79|0.81|0.58|0.80|0.60|0.59|0.63|0.71|0.85|0.85|0.56|0.61|0.90|0.61|0.62|0.77|0.79|0.63|0.91|0.84|0.54,English Philology,2025-11-02T11:58:25Z
IT000012,Politecnico di Torino,USA,Italy,Other,24,B1,80.4,0.88,Low,Single,0.37,0,0.3,BuddyProgram,1,0.88|0.66|0.80|0.68|0.57|0.70|0.78|0.70|0.79|0.79|0.86|0.89|0.86|0.82|0.81|0.62|0.94|0.64|0.68|0.71|0.70|0.80|0.90|0.71|0.94|0.56|0.82|0.91|0.61|0.87|0.65|0.72,Business,2025-11-02T11:58:25Z
IT000013,Politecnico di Torino,Nigeria,Italy,Prefer not to say,28,C1,59.9,0.9,Medium,Single,0.49,0,0.7,Tutoring,1,0.84|0.58|0.89|0.65|0.83|0.83|0.78|0.66|0.73|0.81|0.83|0.77|0.99|0.89|0.75|0.68|0.48|0.68|0.72|0.58|0.86|0.90|0.72|0.80|0.77|0.96|0.68|0.72|0.64|0.70|0.78|0.86,Psychology,2025-11-02T11:58:25Z
IT000014,University of Messina,India,Italy,Prefer not to say,19,A2,65,0.76,High,Married,0.42,0,0.6,LanguageMentor,1,0.59|0.74|0.66|0.73|0.81|0.52|0.69|0.89|1.00|0.68|1.00|0.67|0.65|0.78|0.39|0.68|0.67|0.75|0.62|0.77|0.62|0.36|0.60|0.82|0.48|0.71|0.71|0.77|0.62|0.59|0.75|0.69,Economics,2025-11-02T11:58:25Z
IT000015,University of Messina,Brazil,Italy,Other,21,A2,76.4,0.92,Medium,Married,0.52,0,0.5,None,1,0.76|0.79|0.68|0.70|0.66|0.35|0.68|0.85|0.74|0.81|0.83|0.67|0.83|0.74|0.97|0.83|0.66|0.79|0.76|0.81|0.74|0.42|0.76|0.68|0.73|0.90|0.63|0.81|0.74|0.66|0.64|0.63,Business,2025-11-02T11:58:25Z
IT000016,University of Messina,Nigeria,Italy,Other,25,C2,90.3,0.89,Low,Single,0.17,0,0.7,LanguageMentor,0,0.51|0.61|0.88|0.86|0.56|0.84|0.73|0.74|0.69|0.80|0.95|0.73|0.73|0.79|0.69|0.58|0.61|0.91|0.65|0.76|0.61|0.80|0.70|0.57|0.73|0.82|0.72|0.75|0.42|0.62|0.76|0.61,Data Science,2025-11-02T11:58:25Z
IT000017,Politecnico di Torino,USA,Italy,Female,25,B1,52.7,0.94,Low,Single,0.13,1,0.3,Tutoring,0,0.70|0.76|1.00|0.82|0.60|0.76|0.64|0.87|0.72|0.92|0.71|0.73|0.72|0.72|0.65|0.51|0.66|0.64|0.62|0.61|0.96|0.76|0.78|0.60|0.78|0.53|0.77|0.78|0.72|0.54|0.84|0.62,Psychology,2025-11-02T11:58:25Z
IT000018,University of Messina,Vietnam,Italy,Prefer not to say,23,C2,52.9,0.95,High,Single,0.12,0,0.6,None,0,0.59|0.76|0.87|0.66|0.73|0.67|0.59|0.48|0.90|0.84|0.83|0.68|0.76|0.66|0.62|0.70|0.68|0.76|0.78|0.58|0.86|0.90|0.81|0.96|0.92|0.51|0.86|0.66|0.68|0.93|0.84|0.55,Business,2025-11-02T11:58:25Z
IT000019,University of Messina,Slovakia,Italy,Prefer not to say,29,A2,80.1,0.95,Low,Other,0.37,0,0.1,None,1,0.83|0.74|0.58|1.00|0.95|0.55|1.00|0.59|0.83|0.72|0.73|0.76|0.77|0.52|0.73|0.78|0.66|0.75|0.86|0.60|0.71|0.70|0.59|0.61|0.73|0.60|0.57|0.76|0.74|0.63|0.64|0.82,Economics,2025-11-02T11:58:25Z
IT000020,Politecnico di Torino,Italy,Italy,Male,22,A2,65.2,0.81,High,Married,0.44,1,0.1,None,0,0.73|0.49|0.81|0.85|0.84|0.76|0.74|0.62|0.70|0.75|0.68|0.72|0.83|0.97|0.45|0.71|0.92|0.64|0.55|0.47|0.65|0.68|0.81|0.75|0.78|0.58|0.94|0.74|0.63|0.87|0.67|0.73,English Philology,2025-11-02T11:58:25Z
IT000021,Politecnico di Torino,Brazil,Italy,Other,24,B2,72,0.8,High,Single,0.16,0,0.5,None,1,0.67|0.76|0.64|0.81|0.65|0.82|0.86|0.73|0.48|0.73|0.82|0.44|0.68|0.62|0.66|0.84|0.69|0.74|0.74|0.81|1.00|0.77|0.64|0.65|0.84|0.70|0.62|0.69|0.69|0.92|0.71|0.72,Logistics,2025-11-02T11:58:25Z
IT000022,Politecnico di Torino,Pakistan,Italy,Male,22,A2,81.7,0.87,High,Other,0.55,0,0.6,None,1,0.70|0.80|0.65|0.85|0.73|0.88|0.73|0.92|0.86|0.84|0.61|0.60|0.75|0.52|0.86|0.64|0.87|0.70|0.83|0.56|0.36|0.65|0.81|1.00|0.50|0.77|0.69|0.96|0.81|0.68|0.54|0.78,English Philology,2025-11-02T11:58:25Z
IT000023,University of Messina,Sri Lanka,Italy,Prefer not to say,18,C2,70.1,0.84,Low,Single,0.09,0,0.6,BuddyProgram,1,0.90|0.70|0.66|0.64|0.78|0.84|0.71|0.53|0.79|0.73|0.72|0.63|0.70|0.72|0.86|0.81|0.55|0.80|0.60|0.85|0.63|0.74|0.65|0.75|0.57|0.86|0.98|0.63|0.78|0.87|0.76|0.73,Data Science,2025-11-02T11:58:25Z
IT000024,Politecnico di Torino,Nigeria,Italy,Female,25,B1,69.1,0.82,Low,Single,0.43,1,0.7,Tutoring,0,0.92|0.96|0.93|0.61|1.00|0.73|0.95|0.32|0.64|0.86|0.67|0.58|0.63|0.68|0.68|0.83|0.78|0.57|1.00|0.74|0.98|0.56|0.64|0.79|0.70|0.79|0.76|0.92|0.83|0.57|0.76|0.38,Psychology,2025-11-02T11:58:25Z
IT000025,Politecnico di Torino,Bangladesh,Italy,Female,28,A2,59.1,0.88,Medium,Single,0.15,1,0.6,Tutoring,0,0.56|0.81|0.86|0.63|0.58|0.77|0.38|0.68|0.61|0.81|0.79|0.81|0.50|0.77|0.74|0.65|0.57|0.76|0.76|0.72|0.76|0.59|0.76|0.50|0.68|0.73|0.70|0.68|0.64|0.57|0.86|0.70,Psychology,2025-11-02T11:58:25Z
IT000026,University of Messina,Ukraine,Italy,Male,23,B2,62.5,0.93,High,Other,0.17,0,0.1,None,1,0.25|0.49|0.85|0.84|0.98|0.93|0.75|0.66|0.62|0.72|0.98|0.77|0.72|0.61|0.71|0.79|0.92|0.57|0.81|0.85|0.97|0.85|0.61|0.84|0.57|0.67|0.97|0.87|0.75|0.59|0.73|0.70,Engineering,2025-11-02T11:58:25Z
IT000027,University of Messina,Pakistan,Italy,Other,18,C2,91.5,0.94,Low,Other,0.41,0,0.6,None,0,0.85|0.34|0.61|0.55|0.86|0.79|0.78|0.69|0.64|0.90|0.67|0.87|0.57|0.53|0.74|0.85|0.65|0.71|0.62|0.72|0.82|0.93|0.94|0.74|0.81|0.41|0.59|0.89|0.62|0.82|0.39|1.00,Data Science,2025-11-02T11:58:25Z
IT000028,University of Messina,Ukraine,Italy,Prefer not to say,19,C2,70.2,0.95,Medium,Single,0.22,0,0.1,Tutoring,1,0.89|0.88|0.58|0.91|0.61|0.64|0.62|0.63|0.68|0.66|0.91|0.66|0.66|0.86|0.85|0.83|0.74|0.96|0.75|0.65|0.86|0.75|0.77|0.64|0.89|0.63|0.76|0.75|1.00|0.55|0.87|0.84,Computer Science,2025-11-02T11:58:25Z
IT000029,Politecnico di Torino,Sri Lanka,Italy,Other,19,C2,75.5,1,Low,Other,0.29,0,0.6,None,1,0.68|0.50|0.56|0.80|0.94|0.91|0.64|0.89|0.94|0.64|0.74|0.75|0.89|0.83|0.88|0.52|0.58|0.56|0.79|0.82|0.55|0.69|0.64|0.55|0.75|0.82|0.89|0.76|0.84|0.78|0.53|0.67,Computer Science,2025-11-02T11:58:25Z
IT000030,University of Messina,Bangladesh,Italy,Prefer not to say,21,B2,82.7,0.97,High,Married,0.15,0,0.6,None,1,0.83|0.72|0.65|0.71|0.53|0.70|0.78|0.91|0.64|0.59|0.84|0.51|0.75|0.83|0.73|0.80|0.73|0.52|0.92|0.67|0.63|0.71|0.41|0.46|0.59|0.69|0.73|0.41|0.60|0.93|0.89|0.72,Psychology,2025-11-02T11:58:25Z
IT000031,Politecnico di Torino,Italy,Italy,Other,26,C2,69.5,0.77,Low,Married,0.17,0,0.1,BuddyProgram,1,0.83|0.82|0.72|0.68|0.78|0.63|0.54|0.89|0.66|0.47|0.85|0.86|0.75|0.68|0.70|0.75|0.89|0.91|0.70|0.56|0.78|0.65|0.97|0.93|0.73|0.63|0.71|0.97|0.53|0.66|0.82|0.90,Computer Science,2025-11-02T11:58:25Z
IT000032,Politecnico di Torino,Slovakia,Italy,Male,19,C1,82.7,0.89,Low,Married,0.17,1,0.1,BuddyProgram,0,0.68|0.80|0.74|0.83|0.64|0.76|0.78|0.52|0.83|0.59|0.70|0.68|0.61|0.57|0.64|0.60|0.94|0.84|0.78|0.77|0.71|0.89|0.73|1.00|0.63|0.89|0.85|0.57|0.68|0.37|0.84|0.69,English Philology,2025-11-02T11:58:25Z
IT000033,University of Messina,Bangladesh,Italy,Other,19,B2,69,0.95,Low,Married,0.32,0,0.6,Tutoring,1,0.62|0.73|0.86|0.85|0.78|1.00|0.60|0.64|0.67|0.68|0.84|0.88|0.83|0.51|0.73|0.72|0.57|0.82|0.84|0.86|0.81|0.81|0.81|0.68|0.77|0.44|0.82|0.72|0.48|0.47|1.00|0.65,Psychology,2025-11-02T11:58:25Z
IT000034,Politecnico di Torino,Brazil,Italy,Prefer not to say,21,C2,78.2,0.56,High,Other,0.23,1,0.5,BuddyProgram,0,0.77|0.69|0.65|0.50|0.59|1.00|0.70|0.91|0.82|0.70|0.78|0.85|0.79|0.99|0.69|0.57|0.72|0.78|0.94|0.58|0.92|0.97|0.62|0.68|0.77|0.76|0.71|0.75|0.56|0.81|0.76|0.77,Business,2025-11-02T11:58:25Z
IT000035,University of Messina,Slovakia,Italy,Prefer not to say,26,C2,77.4,0.87,Low,Other,0.47,1,0.1,BuddyProgram,0,0.64|0.87|0.94|0.94|0.80|0.81|1.00|0.97|0.84|0.74|0.81|0.63|0.77|0.85|0.74|1.00|0.64|0.64|0.87|0.73|0.65|0.71|1.00|0.63|0.58|0.87|0.69|0.85|0.75|1.00|0.90|0.86,Logistics,2025-11-02T11:58:25Z
IT000036,University of Messina,Ukraine,Italy,Other,20,B2,65.8,0.88,Medium,Married,0.3,0,0.1,LanguageMentor,1,0.73|1.00|0.49|0.94|0.79|0.82|0.74|0.81|0.93|0.77|0.91|0.80|0.87|0.56|0.79|0.43|0.83|0.80|0.66|0.68|0.86|0.90|0.77|0.81|0.72|0.56|0.90|0.74|0.75|0.47|0.90|0.62,Data Science,2025-11-02T11:58:25Z
IT000037,University of Messina,Bangladesh,Italy,Other,19,C1,67.6,0.83,High,Married,0.3,0,0.6,None,1,0.76|0.75|0.65|0.70|0.77|0.62|1.00|0.74|0.55|0.88|0.56|0.60|0.85|0.78|0.86|0.95|0.79|0.79|0.82|0.78|0.67|0.68|0.81|0.92|0.88|0.67|0.81|0.72|0.74|0.74|0.77|0.82,Psychology,2025-11-02T11:58:25Z
IT000038,University of Messina,USA,Italy,Prefer not to say,23,B1,72,0.93,High,Single,0.12,0,0.3,Tutoring,1,0.73|0.62|0.88|0.67|0.77|0.79|0.71|0.79|0.83|0.63|0.82|0.85|0.82|0.72|0.79|0.84|0.65|0.98|1.00|0.53|0.70|0.83|0.82|0.77|0.89|0.69|0.77|0.75|0.60|0.91|0.97|0.55,Data Science,2025-11-02T11:58:25Z
IT000039,University of Messina,USA,Italy,Female,20,B1,83.1,0.83,Low,Married,0.19,0,0.3,LanguageMentor,1,0.72|0.65|0.74|0.86|0.57|0.74|0.47|0.76|0.54|0.77|1.00|0.77|0.69|0.87|0.94|0.54|0.74|0.91|0.76|0.75|0.77|0.64|0.72|0.56|0.69|0.82|0.54|0.67|0.83|0.73|0.80|0.68,Computer Science,2025-11-02T11:58:25Z
IT000040,University of Messina,Pakistan,Italy,Prefer not to say,28,A2,82.9,0.78,High,Married,0.42,1,0.6,BuddyProgram,0,0.71|0.63|0.95|0.72|0.81|0.15|0.77|0.53|0.64|0.58|0.78|0.58|0.51|0.74|0.53|0.69|0.95|0.73|0.75|0.46|0.52|0.47|0.70|0.69|0.72|0.56|0.84|0.77|0.65|0.85|0.63|0.62,English Philology,2025-11-02T11:58:25Z
IT000041,University of Messina,Bangladesh,Italy,Other,24,C1,77.2,0.89,Medium,Married,0.56,1,0.6,None,0,0.84|0.76|0.62|0.58|0.67|0.64|0.52|0.68|0.99|1.00|0.77|0.90|0.82|0.85|0.59|0.71|0.60|0.88|0.60|0.82|0.93|0.81|0.74|0.83|0.76|0.90|0.55|0.77|0.89|0.85|0.92|0.74,Logistics,2025-11-02T11:58:25Z
IT000042,Politecnico di Torino,Sri Lanka,Italy,Other,25,B1,58,0.95,Medium,Married,0.16,0,0.6,None,0,0.82|0.62|0.68|0.79|0.87|0.71|0.91|0.79|0.52|0.52|0.84|0.82|0.78|0.93|0.82|0.60|0.62|0.75|0.71|0.72|0.73|0.94|0.70|0.93|0.76|0.66|0.87|0.56|0.85|0.76|0.62|0.58,Engineering,2025-11-02T11:58:25Z
IT000043,Politecnico di Torino,Latvia,Italy,Other,26,C1,62.7,0.99,Low,Other,0.34,1,0.1,None,0,0.66|0.66|0.80|0.71|0.78|0.78|0.90|0.68|0.79|0.54|0.85|0.68|0.67|0.61|0.97|0.64|0.52|0.93|0.68|0.93|0.71|0.69|0.58|0.70|0.51|0.86|0.77|0.76|0.87|0.66|0.78|0.73,English Philology,2025-11-02T11:58:25Z
IT000044,Politecnico di Torino,Spain,Italy,Prefer not to say,23,B2,87.6,0.95,Medium,Married,0.3,0,0.1,None,1,0.75|0.87|0.84|0.76|0.72|0.87|0.77|0.67|0.71|0.82|0.78|0.69|0.76|0.81|0.88|0.78|0.82|0.70|0.63|0.62|0.68|0.68|0.61|0.76|1.00|0.73|0.65|0.49|0.84|0.71|0.62|0.75,Business,2025-11-02T11:58:25Z
IT000045,Politecnico di Torino,USA,Italy,Other,22,B2,73.3,0.85,Medium,Married,0.08,0,0.3,None,1,0.48|0.81|0.69|0.66|0.72|0.77|0.65|0.68|0.58|0.83|0.80|0.83|0.87|0.90|0.71|0.69|0.80|0.78|0.71|0.79|0.67|0.69|0.74|0.90|0.96|0.79|0.79|0.87|0.78|0.59|0.58|0.64,Psychology,2025-11-02T11:58:25Z
IT000046,University of Messina,Italy,Italy,Male,27,A2,68.2,0.69,Low,Married,0.4,1,0.1,Tutoring,0,0.76|0.71|0.78|0.91|0.94|0.78|0.69|0.78|0.67|0.64|0.80|0.75|0.64|0.78|0.77|0.65|0.67|0.45|0.66|0.74|0.80|0.45|0.54|0.89|0.80|0.64|0.68|0.39|0.58|0.66|0.67|0.88,Psychology,2025-11-02T11:58:25Z
IT000047,Politecnico di Torino,Italy,Italy,Prefer not to say,24,C1,64.8,1,Medium,Other,0.42,0,0.1,None,1,0.82|0.58|0.80|0.85|1.00|0.83|0.97|0.69|0.50|0.42|0.64|0.60|0.73|0.82|0.86|0.63|0.78|0.46|0.54|0.81|0.72|0.82|0.84|0.86|0.72|0.72|0.67|0.78|0.63|0.88|0.60|0.65,Engineering,2025-11-02T11:58:25Z
IT000048,University of Messina,Spain,Italy,Male,23,B2,70.3,0.84,Low,Single,0.18,0,0.1,BuddyProgram,1,0.92|0.85|0.60|0.59|0.59|0.61|0.87|0.45|1.00|0.47|0.77|0.82|0.92|0.73|0.59|0.80|0.60|0.61|0.86|0.62|0.78|0.48|0.81|0.57|0.76|0.54|0.96|0.75|0.70|0.43|0.55|0.65,Computer Science,2025-11-02T11:58:25Z
IT000049,Politecnico di Torino,Brazil,Italy,Other,21,B1,73.6,0.83,Medium,Single,0.51,1,0.5,BuddyProgram,0,0.75|0.73|0.56|0.82|0.75|0.60|0.82|0.69|0.83|0.62|0.68|0.89|0.58|0.85|0.68|0.85|0.81|0.62|0.78|0.83|0.54|0.65|0.74|0.61|0.77|0.86|0.55|0.76|0.65|0.73|0.68|0.75,Logistics,2025-11-02T11:58:25Z
IT000050,University of Messina,Slovakia,Italy,Male,25,B2,87.3,0.78,High,Other,0.27,0,0.1,LanguageMentor,0,0.79|0.71|0.58|0.64|0.84|0.53|0.59|0.82|0.96|0.86|0.88|0.87|0.55|0.67|0.62|0.90|0.66|0.63|0.70|0.52|0.83|0.82|0.83|0.72|0.70|0.58|0.89|1.00|0.79|0.58|0.89|0.63,Engineering,2025-11-02T11:58:25Z
IT000051,University of Messina,Ukraine,Italy,Female,20,C2,58.8,0.89,Low,Married,0.24,0,0.1,LanguageMentor,0,0.82|0.76|0.83|0.66|0.80|0.75|0.64|0.77|0.96|0.82|0.79|0.55|0.49|0.71|0.50|0.59|0.71|0.71|0.89|0.98|0.72|0.75|0.57|0.97|0.86|0.80|0.70|0.53|0.65|0.91|0.97|0.79,Data Science,2025-11-02T11:58:25Z
IT000052,Politecnico di Torino,Nigeria,Italy,Other,29,B1,57.7,0.81,Medium,Married,0.17,0,0.7,None,1,0.59|0.60|0.65|0.63|0.70|0.85|0.78|0.62|0.70|0.84|0.91|0.74|0.66|0.89|0.82|0.70|0.61|0.54|0.56|0.71|0.69|0.58|0.64|0.76|0.74|0.69|0.84|0.62|0.96|0.50|0.61|1.00,English Philology,2025-11-02T11:58:25Z
IT000053,Politecnico di Torino,Slovakia,Italy,Prefer not to say,27,C2,61.2,0.97,Medium,Single,0.32,0,0.1,LanguageMentor,1,0.54|0.68|0.85|0.75|0.80|0.79|0.60|0.58|0.53|0.93|0.79|0.61|0.66|0.65|0.78|0.77|0.62|0.81|1.00|0.92|0.87|0.77|0.85|0.88|0.74|0.62|0.60|1.00|0.84|0.67|0.70|0.69,Psychology,2025-11-02T11:58:25Z
IT000054,University of Messina,Bangladesh,Italy,Other,22,B2,64,0.97,High,Other,0.31,0,0.6,Counseling,1,0.70|0.53|0.67|1.00|0.94|0.92|0.73|0.80|0.60|0.84|0.94|0.83|0.67|0.72|0.89|0.69|0.72|0.80|0.73|0.68|0.83|0.92|0.91|0.87|0.85|0.83|0.72|0.79|0.56|0.57|0.48|0.71,Economics,2025-11-02T11:58:25Z
IT000055,Politecnico di Torino,Pakistan,Italy,Other,20,A2,79,0.96,Low,Married,0.23,0,0.6,Tutoring,1,0.83|0.88|0.85|0.76|0.58|0.75|0.51|0.83|0.56|0.92|0.53|0.63|0.56|0.76|0.66|0.73|0.53|0.57|0.70|0.76|0.67|0.56|0.76|0.56|0.39|0.52|0.90|0.79|0.81|0.92|0.68|0.79,Business,2025-11-02T11:58:25Z
IT000056,University of Messina,Sri Lanka,Italy,Female,27,C2,78.4,1,Medium,Other,0.34,0,0.6,BuddyProgram,1,0.82|0.65|0.64|0.65|0.88|0.63|0.95|0.59|0.72|0.63|0.96|0.56|0.88|0.70|0.61|0.80|0.77|0.75|0.95|0.60|0.72|0.65|0.70|1.00|0.69|0.64|0.83|0.73|0.60|0.89|0.59|0.69,Logistics,2025-11-02T11:58:25Z
IT000057,University of Messina,Spain,Italy,Male,22,A2,84.6,0.82,Medium,Single,0.4,0,0.1,LanguageMentor,0,0.87|0.74|0.73|0.71|0.96|0.72|0.69|0.68|0.83|0.78|0.59|0.75|0.82|0.40|0.94|0.73|0.66|0.52|0.60|0.60|0.80|0.62|0.85|0.67|0.75|0.74|0.65|0.61|0.62|0.52|0.74|0.57,English Philology,2025-11-02T11:58:25Z
IT000058,University of Messina,Spain,Italy,Prefer not to say,22,C1,93,0.9,Medium,Other,0.14,0,0.1,BuddyProgram,1,1.00|0.79|0.85|1.00|0.88|0.70|0.81|0.70|0.61|0.61|0.60|0.67|0.87|0.64|0.96|0.67|0.55|0.58|1.00|0.87|0.88|0.67|0.86|0.73|0.61|0.76|0.98|0.82|0.79|0.88|0.60|0.82,Economics,2025-11-02T11:58:25Z
IT000059,University of Messina,Latvia,Italy,Male,23,C2,73,0.9,Low,Single,0.45,0,0.1,None,1,0.79|0.74|0.80|0.62|0.71|0.62|0.84|0.54|0.64|0.89|0.76|0.80|0.81|0.67|0.92|0.65|0.92|0.68|0.58|0.80|0.82|0.79|0.42|0.70|0.61|0.64|0.56|0.98|0.58|0.67|0.47|0.95,Data Science,2025-11-02T11:58:25Z
IT000060,Politecnico di Torino,Brazil,Italy,Other,20,A2,75.7,0.89,High,Married,0.12,0,0.5,None,1,0.84|0.80|0.64|0.64|0.80|0.67|0.58|0.58|0.70|0.71|0.76|0.87|0.76|0.88|0.89|0.79|0.72|0.59|0.72|0.80|0.74|0.76|0.67|0.80|0.52|0.75|0.74|0.87|0.75|0.67|0.78|0.84,Computer Science,2025-11-02T11:58:25Z
IT000061,Politecnico di Torino,Vietnam,Italy,Female,22,C1,62.1,1,Medium,Married,0.32,0,0.6,LanguageMentor,1,0.63|0.77|0.53|0.90|0.88|0.73|0.70|0.76|0.91|0.89|0.67|0.70|0.65|0.86|0.67|0.86|0.73|0.60|0.62|0.89|0.70|0.65|0.77|0.62|0.66|0.53|0.64|0.87|0.74|0.80|0.90|0.81,English Philology,2025-11-02T11:58:25Z
IT000062,University of Messina,Italy,Italy,Male,23,C1,72.6,0.94,High,Other,0.11,0,0.1,LanguageMentor,1,0.84|0.88|0.72|0.85|0.61|0.97|0.91|0.78|0.79|0.66|0.52|0.84|0.69|0.98|0.63|0.75|0.84|0.79|0.75|0.82|0.86|0.77|0.87|0.58|0.69|0.73|0.74|0.94|0.75|0.75|0.78|0.68,Data Science,2025-11-02T11:58:25Z
IT000063,Politecnico di Torino,Nigeria,Italy,Male,26,C2,68.7,0.94,Medium,Married,0.43,0,0.7,None,1,0.95|0.74|0.52|0.74|0.83|0.87|0.57|0.74|0.71|0.72|0.59|0.82|0.53|0.70|0.65|0.96|0.62|0.59|0.94|0.84|0.68|0.52|0.74|0.66|0.73|0.94|0.71|0.54|0.93|0.66|0.74|0.94,Computer Science,2025-11-02T11:58:25Z
IT000064,Politecnico di Torino,Nigeria,Italy,Prefer not to say,24,C1,72,0.85,High,Married,0.06,1,0.7,None,0,0.75|0.81|0.66|0.90|0.77|0.90|0.68|0.60|0.78|0.74|0.60|0.47|0.80|0.82|0.56|0.78|0.67|0.87|0.91|0.87|0.63|0.69|0.59|0.88|0.57|0.72|0.70|0.78|0.72|0.68|0.78|0.66,Economics,2025-11-02T11:58:25Z
IT000065,Politecnico di Torino,Nigeria,Italy,Prefer not to say,23,B1,76.3,0.88,High,Other,0.15,0,0.7,Tutoring,1,0.95|0.71|0.63|0.70|0.58|0.85|0.72|0.88|0.55|0.57|1.00|0.70|0.70|0.66|0.74|0.81|0.71|0.77|0.84|0.70|0.67|0.72|0.66|0.83|0.37|0.72|0.77|0.77|0.82|0.33|0.60|0.96,Computer Science,2025-11-02T11:58:25Z
